Track Name,Album Name,Artist Name(s),Genres,Duration (ms),Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Tempo,,PC1,PC2,PC3
Closer Than This,MUSE,Jimin,pop,223301,0.716,0.531,-6.051,0.0367,0.391,0,0.431,87.984,,-2.295382978,-0.352986331,0.578356828
Please Don't Change (feat. DJ Snake),GOLDEN,"Jung Kook,DJ Snake",pop,146684,0.797,0.743,-6.005,0.174,0.164,1.20E-06,0.768,114.878,,-0.610805673,-2.367670366,-0.862005074
2WORLDS,2WORLDS,"Madge,VALORANT",pop,149333,0.783,0.789,-4.69,0.0624,0.156,5.73E-06,0.659,135.043,,-0.369094043,-2.042811888,-0.205060576
make a move,make a move,dee holt,pop,153559,0.771,0.556,-6.674,0.0329,0.147,0.00014,0.759,90.002,,-1.996492942,-1.930199587,0.569464276
Blueberry Eyes (feat. SUGA of BTS),Blueberry Eyes (feat. SUGA of BTS),"MAX,SUGA",pop,172244,0.746,0.611,-7.034,0.101,0.454,0.000922,0.411,149.967,,-1.534899153,-0.744693019,-1.407949512
Checklist (feat. Chromeo),Checklist (feat. Chromeo),"MAX,Chromeo",pop,135180,0.791,0.792,-4.023,0.0349,0.0709,0,0.873,123.059,,-0.434796307,-2.769837723,0.453305417
Run Back To You,Run Back To You,"LAY,Lauv",pop,188750,0.925,0.594,-5.755,0.0454,0.0341,0.00232,0.885,117.993,,-1.350796388,-2.617730356,0.665959166
Butter,Proof,BTS,pop,164952,0.759,0.459,-5.187,0.0948,0.00323,0,0.695,109.997,,-1.195754089,-1.771393787,-0.088296974
"INFJ (Feat. B.I, BANG YEDAM)",Dingo X BIG Naughty,"BIG Naughty,B.I,BANG YEDAM",rap,209386,0.698,0.769,-4.812,0.0686,0.232,1.63E-06,0.77,79.989,,-1.06136613,-1.543458835,0.957308357
Why?,Why?,PLAVE,pop,147373,0.843,0.567,-5.569,0.0342,0.49,0.00106,0.669,100.03,,-2.532166371,-1.99053973,-0.129934513
Galaxy,Full Album RED PLANET,BOL4,pop,213853,0.483,0.814,-2.407,0.143,0.683,0,0.696,82.814,,-1.057373565,-0.639925098,-0.128144413
Palette (feat. G-DRAGON),Palette,"IU,G-DRAGON",pop,217412,0.804,0.68,-3.81,0.2,0.458,0,0.62,102.013,,-1.093115129,-1.52997005,-0.679179752
Your Dog Loves You (Feat. Crush),Your Dog Loves You,"Colde,Crush",rap,273000,0.663,0.257,-11.433,0.0291,0.93,2.94E-05,0.131,101.819,,-5.193987661,1.732541119,-0.659592899
Vancouver,Lovey Dovey,BIG Naughty,rap,216280,0.622,0.604,-6.731,0.145,0.419,0,0.698,89.483,,-1.848484818,-0.775489328,-0.265043706
It's Raining,It's Raining,Vincent Blue,pop,214326,0.656,0.369,-6.348,0.0354,0.565,0,0.787,77.987,,-3.583372366,-0.840566043,0.519889435
Like a Fool,Like a Fool,"NIve,Sam Kim",pop,214426,0.492,0.491,-8.661,0.293,0.564,0,0.492,177.034,,-1.480597659,0.494781158,-2.80056569
nostalgia,nostalgia,"JUNNY,JAY B",rap,196866,0.536,0.758,-6.439,0.12,0.0228,0,0.457,180.06,,0.58612844,-0.14711913,-0.914282552
Luv Luv Luv,"My Lovely Liar, Pt. 5 (Original Television Soundtrack)","JO YURI,SUNG HAN BIN",pop,202173,0.436,0.533,-6.295,0.0535,0.374,0,0.463,140.802,,-1.453903514,0.521040465,-0.414039773
Walking In The Rain (feat. Younha),Chancellor,"Chancellor,Younha",rap,248906,0.584,0.539,-8.1,0.0611,0.432,2.82E-05,0.514,85.782,,-2.511149172,0.248651276,0.439058481
Rain Song (Feat. Colde),Epik High Is Here 下 (Part 2),"Epik High,Colde",rap,245413,0.565,0.585,-5.404,0.061,0.624,0,0.571,87.093,,-2.377653498,0.000483254,0.361497231
Beyond Love (Feat. 10CM),Beyond Love,"BIG Naughty,10CM",rap,188706,0.507,0.571,-6.909,0.0856,0.222,0,0.587,174.954,,-0.766836647,-0.157678091,-0.996685724
Boy in Luv,Skool Luv Affair,BTS,pop,230778,0.491,0.947,-2.252,0.306,0.00261,0,0.474,166.236,,2.260266175,-0.333823306,-1.10189627
Lucky One,EX'ACT,EXO,pop,227485,0.731,0.787,-3.95,0.055,0.169,0,0.799,120.951,,-0.459786114,-1.624993353,0.868637046
IDOL,Love Yourself 結 'Answer',BTS,pop,222732,0.733,0.855,-3.211,0.118,0.00481,0,0.42,126.035,,0.777045381,-0.9814493,0.241096221
Growl,The 1st Album 'XOXO' (Repackage),EXO,pop,207053,0.681,0.814,-2.83,0.0603,0.145,0,0.876,89.993,,-0.38391118,-1.93011572,1.237004111
The Eve,THE WAR - The 4th Album,EXO,pop,176026,0.636,0.702,-5.352,0.0334,0.0223,0,0.516,135.104,,-0.320600482,-0.843794465,0.382125161
Psycho,‘The ReVe Festival’ Finale,Red Velvet,pop,210560,0.664,0.666,-2.203,0.0446,0.193,0,0.405,139.987,,-0.160335817,-0.576013793,0.281731903
BOSS,NCT 2018 EMPATHY,"NCT,NCT U",pop,210641,0.787,0.543,-6.7,0.037,0.0233,0,0.332,99.026,,-1.388654655,-0.554061271,0.731794984
That That (prod.&feat. SUGA of BTS),PSY 9th,"PSY,SUGA",pop,174646,0.903,0.962,-3.203,0.0852,0.0302,0,0.906,129.968,,0.438773562,-3.142572444,0.432576026
Christmas Tree,"Our Beloved Summer (Original Television Soundtrack), Pt. 5",V,pop,209946,0.437,0.384,-8.384,0.042,0.699,2.33E-05,0.181,139.009,,-3.021976712,1.636262298,-1.11260502
MIC Drop,Love Yourself 承 'Her',BTS,pop,238193,0.667,0.889,-4.851,0.0917,0.00912,0,0.541,169.961,,0.877751216,-0.720895344,0.02148282
Sweet Night,ITAEWON CLASS (Original Television Soundtrack) Pt. 12,V,pop,214258,0.459,0.339,-7.961,0.0251,0.491,6.05E-06,0.146,92.097,,-3.141495306,1.553800658,0.018047162
EVERBLUE,EVERBLUE,Omoinotake,pop,241866,0.597,0.895,-4.225,0.173,0.0463,0,0.498,134.985,,0.961160107,-0.484580203,-0.105055493
色彩,awake＆build,yama,pop,192920,0.581,0.921,-3.373,0.0736,0.153,0,0.856,117.045,,0.211356889,-1.612535675,0.668317949
LOST IN PARADISE,LOST IN PARADISE,"ALI,AKLO",pop,327966,0.648,0.904,-4.565,0.0786,0.0961,2.07E-06,0.728,121.994,,0.19420182,-0.571258878,1.448934673
History Maker,History Maker,DEAN FUJIOKA,pop,190044,0.397,0.668,-4.292,0.0855,0.102,0,0.456,67.012,,-0.500254382,0.107123204,0.748813469
crossing field,LANDSPACE,LiSA,pop,248946,0.45,0.983,-2.246,0.282,0.0186,0,0.314,179.041,,2.518919265,0.33803952,-1.129744908
Lovers,アンサーパレード,sumika,pop,250800,0.606,0.919,-2.024,0.0318,0.0657,0,0.766,114.474,,0.441324648,-1.157941221,1.761545822
キミの隣,Assortrip,halca,pop,279133,0.596,0.854,-3.011,0.0365,0.0135,1.44E-06,0.58,134.971,,0.565478986,-0.380402498,1.46514747
Sparkle - movie ver.,Your Name.,RADWIMPS,pop,537653,0.372,0.426,-8.421,0.0339,0.687,0.00784,0.287,123.993,,-2.98260432,3.464301576,1.379826605
色香水,CLOSET,Yoh kamiyama,pop,251186,0.615,0.84,-5.811,0.0274,0.0576,0.000135,0.738,147.984,,-0.113581208,-0.74183771,1.11270415
Comedy,Comedy,Gen Hoshino,pop,230666,0.676,0.461,-6.746,0.143,0.0322,1.01E-06,0.715,87.917,,-1.469139806,-0.952003344,0.299523468
絆ノ奇跡,絆ノ奇跡,"MAN WITH A MISSION,milet",pop,223320,0.436,0.951,-4.748,0.202,0.0046,0,0.428,169.955,,1.719836493,0.172036266,-0.840074988
紅蓮華,LEO-NiNE,LiSA,pop,237586,0.541,0.977,-2.828,0.157,0.00321,5.13E-05,0.263,134.938,,1.667943006,0.092276901,-0.00985686
Cry Baby,Cry Baby,OFFICIAL HIGE DANDISM,pop,240284,0.318,0.902,-4.605,0.131,0.0116,0,0.437,199.844,,1.780526059,0.820131724,-0.665995985
takeoff,polaris,stream_error,lofi,130945,0.562,0.0864,-18.521,0.0307,0.865,0.929,0.179,148.101,,-5.946785576,2.689481716,-4.244377907
Tears of Fire,When All Was Lost,"Cosmic Koala,Lucid Keys",lofi,128289,0.578,0.328,-11.098,0.0334,0.918,0.884,0.205,134.642,,-3.969322231,1.718068229,-3.446007061
Fields,Cloud Shapes,Leavv,lofi,118153,0.643,0.145,-22.963,0.038,0.876,0.936,0.52,129.966,,-6.858650269,1.710516936,-4.19331536
trusting hands,At Long Last,"Towerz,edelwize",lofi,140695,0.65,0.156,-20.655,0.0413,0.984,0.799,0.192,75.002,,-7.04141448,2.28575698,-3.34446626
Dozing,Dozing,Chris Mazuera,lofi,146346,0.644,0.273,-12.114,0.0933,0.354,0.848,0.387,156.113,,-2.701929012,1.04931176,-3.323065395
Willpower,Willpower,l'Outlander,lofi,163471,0.649,0.253,-12.444,0.0395,0.81,0.822,0.347,87.011,,-4.804765731,1.408115523,-2.374709802
Koshi,Memories,"Living Room,Otaam",lofi,125571,0.648,0.179,-16.498,0.0511,0.918,0.939,0.221,140.028,,-5.383769513,1.972295968,-4.301530746
Blue Moon,Habituals,"Sleepermane,Dontcry",lofi,131952,0.608,0.119,-19.98,0.0342,0.632,0.949,0.0436,80.489,,-6.012292068,2.756703713,-3.24316825
Old Friend,Relatives,"Phlocalyst,Living Room,Akīn",lofi,118374,0.415,0.0949,-13.768,0.0639,0.941,0.909,0.216,74.555,,-5.648088247,2.51815528,-3.564023742
Protect You,When All Was Lost,"Cosmic Koala,Lucid Keys",lofi,118956,0.514,0.293,-11.163,0.0302,0.794,0.926,0.144,115.016,,-3.884140754,2.021350036,-3.202632416
Sun Will Rise Again,Habituals,"Sleepermane,Dontcry",lofi,125003,0.609,0.185,-13.133,0.0333,0.958,0.789,0.153,79.042,,-5.540572999,1.793025793,-2.979994963
Magical Connection,Departure,"Peak Twilight,Prithvi",lofi,154000,0.634,0.127,-19.359,0.0866,0.881,0.871,0.0592,75.004,,-6.347728262,2.70164922,-3.7008131
The Place Where I Belong,Kalopsia,Nuver,lofi,158923,0.558,0.155,-16.207,0.0427,0.689,0.857,0.352,73.993,,-5.543024652,2.035874521,-2.465801769
A Better Place,Growth Patterns,"Project AER,cxlt.",lofi,119999,0.496,0.255,-17.984,0.0283,0.937,0.845,0.0809,141.961,,-5.295117743,2.789228647,-4.062267591
Flower of Memories,Mind Temple,Tenno,lofi,159193,0.447,0.314,-13.659,0.041,0.835,0.96,0.134,123.936,,-4.072358153,2.881149085,-3.28042065
We All Feel Darkness,Finding Light,"Kainbeats,idylla",lofi,117138,0.572,0.121,-17.573,0.0358,0.916,0.938,0.142,136.152,,-5.811762679,2.505161167,-4.323653687
Escaped,Nostalgia,"Mujo,Mondo Loops,Sweet Medicine",lofi,123636,0.783,0.206,-10.016,0.0663,0.906,0.869,0.571,70.113,,-5.089993276,-0.083160044,-2.818477944
Empty Bed,Golden Hour,"squeeda,Ambulo",lofi,137950,0.578,0.348,-12.723,0.0846,0.436,0.876,0.352,83.002,,-3.29501603,1.246331185,-2.493348276
Forever Changing,Forever Changing,Laffey,lofi,169531,0.582,0.112,-14.366,0.0382,0.924,0.955,0.0889,128.316,,-5.346023002,2.843574876,-3.646035943
Adanel,A World of Illusion,DaniSogen,lofi,160000,0.712,0.172,-17.495,0.0374,0.636,0.875,0.221,119.978,,-5.250206432,1.938637414,-3.116872541
Lost Tapes,The Breeze,softy,lofi,156774,0.325,0.21,-12.915,0.0326,0.968,0.934,0.0418,109.263,,-4.702703872,3.573256188,-3.270322941
WINE (Feat.Changmo) (Prod. SUGA),WINE,"SURAN,CHANGMO",pop,232194,0.62,0.644,-2.713,0.0447,0.314,0,0.502,145.87,,-0.563281165,-0.379728269,0.238956879
Since U Been Gone,Breakaway,Kelly Clarkson,pop,188960,0.662,0.741,-5.406,0.0334,0.00165,0.0303,0.404,131,,-0.141692425,-0.572824197,0.475445968
Play That Song,a girl a bottle a boat,Train,pop,243253,0.392,0.825,-2.068,0.0535,0.0231,2.25E-06,0.482,98.959,,0.661419947,0.243349702,1.444315492
Chasing Clouds,Serenade,"LESKY,Beyond Moments,Mondo Loops",lofi,178199,0.518,0.198,-16.677,0.0259,0.966,0.881,0.109,99.911,,-5.781046544,3.103662327,-2.97115999
Whispering Leaves,QuietPath Vol.2,"So.Lo,Goson",lofi,164624,0.675,0.337,-13.109,0.0364,0.53,0.909,0.11,136.005,,-3.323852805,1.932810588,-2.829142204
Eventide,Timescapes : Longer Nights,"Prithvi,Alberto Droguett",lofi,141538,0.548,0.169,-14.918,0.0484,0.936,0.91,0.0391,78.003,,-5.572166017,2.697480854,-3.321697885
Mourning Dove,Evermore,"WYS,Sweet Medicine",lofi,141158,0.654,0.535,-11.861,0.0429,0.771,0.908,0.183,139.932,,-2.952713806,1.475610758,-3.208854751
Blossom,QuietPath Vol.2,"So.Lo,Goson",lofi,125250,0.69,0.296,-11.998,0.0578,0.943,0.925,0.379,140.045,,-4.32010653,0.989253564,-3.905884713
Trying To Sleep,South Pole,WYS,lofi,174074,0.698,0.352,-12.261,0.0608,0.734,0.861,0.351,81.021,,-4.174682795,1.190618742,-2.283318022
Night Coffee,Moonglow,"S N U G,Mondo Loops",lofi,153600,0.426,0.0855,-21.566,0.0305,0.956,0.895,0.152,149.845,,-6.528040951,3.686918904,-4.286871574
Sunset Swim,Barbados,"Tibeauthetraveler,Banks",lofi,148401,0.444,0.117,-11.379,0.0421,0.903,0.892,0.187,119.926,,-4.775985522,2.619511633,-3.401514794
Deep Forest,QuietPath Vol.2,"So.Lo,Goson",lofi,127000,0.616,0.178,-13.642,0.0344,0.916,0.932,0.0899,136.027,,-4.924516227,2.209564963,-3.952049956
Mirror of Time,Mirror of Time,Yasumu,lofi,180228,0.762,0.229,-21.396,0.0544,0.776,0.933,0.0741,114.998,,-5.885164927,2.593138429,-3.615847109
Blank Canvas,A Day in the Life,"BluntOne,Baen Mow,Phlocalyst",lofi,184543,0.637,0.156,-19.37,0.0309,0.521,0.786,0.233,94.825,,-5.59857281,2.373385977,-2.289230595
Voyage,Unfolding,Sleepermane,lofi,110396,0.416,0.12,-16.755,0.0912,0.858,0.935,0.373,134.042,,-5.270696953,2.322195193,-4.622830243
a sign from her,Les jours d’après,"Mau,Kanisan",lofi,128412,0.55,0.306,-10.333,0.0797,0.754,0.439,0.0393,74.991,,-3.957983347,1.463648804,-2.415481341
Serenade in a Lost City,When All Was Lost,"Cosmic Koala,Lucid Keys",lofi,136854,0.764,0.31,-11.063,0.0302,0.687,0.84,0.236,124.717,,-3.818298054,0.903049844,-2.817769491
hope,Elements,"Bcalm,Purrple Cat",lofi,164000,0.573,0.249,-11.168,0.0308,0.918,0.94,0.076,127.998,,-4.246230046,2.488748253,-3.234919989
Setting Sails,Wonderland Chapter 1,"Sitting Duck,Mondo Loops",lofi,114000,0.417,0.359,-15.403,0.0645,0.839,0.438,0.0481,79.488,,-4.712868296,2.181686146,-2.797294192
Lucent,Habituals,"Sleepermane,Dontcry",lofi,150198,0.666,0.151,-21.212,0.0428,0.891,0.922,0.211,77.045,,-6.858847607,2.420249827,-3.364548835
Vinosity,Serenade,"LESKY,Beyond Moments",lofi,109849,0.456,0.329,-13.129,0.0297,0.832,0.972,0.0929,139.953,,-3.833199003,2.485789677,-3.841671215
Above The Quiet City,Somewhere In Time,cxlt.,lofi,126666,0.572,0.166,-19.804,0.0338,0.976,0.848,0.0974,108.044,,-6.42135179,2.707101719,-3.882675081
Under The Sea,QuietPath Vol.2,"So.Lo,Goson",lofi,138874,0.76,0.281,-12.094,0.0409,0.686,0.893,0.55,127.992,,-4.159495234,0.347121497,-2.909854534
A Walk Through the Sky,A Walk Through the Sky,Kainbeats,lofi,141396,0.702,0.093,-18.081,0.0369,0.954,0.94,0.0878,68.064,,-6.815993469,2.359778554,-3.367865797
Daydreaming,The Prophecy,Tenno,lofi,173823,0.489,0.35,-14.945,0.0748,0.927,0.931,0.0966,136.004,,-4.137908041,2.981101867,-3.825211348
City On A Hill,One Way Ticket,l'Outlander,lofi,164312,0.671,0.0883,-14.204,0.0389,0.957,0.947,0.301,80.019,,-6.16023584,1.912287709,-2.975859146
Introspect,Golden Hour,"squeeda,Ambulo",lofi,142868,0.521,0.14,-17.48,0.0253,0.864,0.879,0.157,76.999,,-6.167873352,2.720117623,-2.920121597
Ancestral,Far Off,Casiio,lofi,96116,0.556,0.265,-16.768,0.0276,0.585,0.915,0.111,140.018,,-4.262118684,2.098952426,-3.812750938
Far Away,Silent River,Mila Coolness,lofi,159000,0.5,0.147,-26.553,0.0397,0.925,0.909,0.148,80.089,,-7.644217983,3.668134536,-3.63024564
Die Trying,Die Trying,"aespa,TOKiMONSTA",pop,175680,0.803,0.808,-6.587,0.0602,0.0159,0.159,0.248,145.042,,0.106670656,-0.648769426,-0.498959525
SHEESH,BABYMONS7ER,BABYMONSTER,pop,170356,0.774,0.728,-5.079,0.169,0.113,0,0.461,140.041,,0.047554133,-1.394459511,-1.057978942
Kyouran Hey Kids!!,FIXION,THE ORAL CIGARETTES,metal,250973,0.526,0.981,-1.82,0.111,0.00318,0.00161,0.781,142.016,,1.47218247,-1.010331711,0.769120456
Goya No Machiawase,Masked Monkey Awakening,Hello Sleepwalkers,metal,170640,0.406,0.959,-3.014,0.0952,0.000891,0,0.571,94.277,,0.974712766,-0.627323022,0.653138271
シルエット,TIME,KANA-BOON,pop,240133,0.436,0.934,-2.685,0.0507,1.03E-05,0.14,0.384,91.481,,0.920537828,0.416402923,1.351472965
Zenzenzense - movie ver.,Your Name.,RADWIMPS,pop,285880,0.321,0.906,-3.967,0.141,0.000439,0,0.641,189.776,,1.748694596,0.55522625,-0.064321967
バイバイ YESTERDAY,バイバイ YESTERDAY,3年E組うた担(渚&茅野&業&磯貝&前原),pop,248800,0.591,0.945,-2.483,0.0675,0.0389,0,0.96,180.048,,1.171986484,-1.511161513,0.643850291
Brave Shine,DAWN,Aimer,pop,233493,0.38,0.889,-5.911,0.0801,0.00272,2.07E-06,0.514,171.083,,0.994271738,0.46360395,0.045888547
UNDEFEATED,UNDEFEATED,"XG,VALORANT",pop,173105,0.798,0.69,-4.166,0.156,0.0606,0,0.537,160.977,,0.294868279,-1.663196847,-1.080109219
FAKE LOVE,Love Yourself 轉 'Tear',BTS,pop,242333,0.557,0.719,-4.515,0.0371,0.00267,0,0.345,77.502,,-0.377014931,0.176558901,1.603453581
so far away (Feat. SURAN),Agust D,"Agust D,SURAN",pop,358270,0.482,0.828,-4.501,0.104,0.0093,0,0.274,93.892,,0.506492318,1.233170349,1.548632616
Soñar (Breaker),Fe3O4: BREAK,NMIXX,pop,173053,0.86,0.762,-3.839,0.123,0.201,0,0.787,125.074,,-0.417976358,-2.52938994,-0.323048171
Spring Day,You Never Walk Alone,BTS,pop,274097,0.539,0.846,-3.192,0.0354,0.00631,1.71E-06,0.462,106.994,,0.403863195,0.05229873,1.726900852
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,"BTS,Halsey",pop,229773,0.645,0.862,-4.761,0.0845,0.0933,0,0.803,119.947,,0.006106603,-1.343142978,0.745567757
maskros,maskros,bomull,lofi,183963,0.712,0.293,-12.192,0.0715,0.845,0.786,0.413,77.08,,-4.739220149,1.052848068,-2.313510785
Is This Love,VINCENZO (Original Television Soundtrack) Pt. 5,Aalia,pop,217889,0.375,0.242,-13.164,0.102,0.937,2.72E-05,0.227,204.202,,-4.066131467,2.409169389,-3.192886967
Dream,Dream,"Suzy,BAEKHYUN",pop,222415,0.718,0.476,-9.205,0.14,0.422,0,0.448,48.973,,-3.02056942,-0.279105872,-0.10434318
Midas Touch,Midas Touch,KISS OF LIFE,pop,162880,0.796,0.9,-3.049,0.052,0.0513,0,0.854,118.969,,0.144456674,-2.670770376,0.709803728
Get Ya! (Feat. pH-1),blanc,"JUNNY,pH-1",rap,161021,0.788,0.662,-6.521,0.153,0.117,0,0.877,142.044,,-0.696378064,-2.339518843,-0.894573176
Hurt,NewJeans 1st EP 'New Jeans',NewJeans,pop,177946,0.599,0.446,-6.511,0.0833,0.731,0,0.567,179.877,,-2.40761811,-0.282370388,-1.967831076
Closed on Sundays,RACE (Original Soundtrack),JUNNY,rap,204440,0.709,0.591,-5.482,0.0431,0.188,0,0.65,97.045,,-1.519961952,-1.135087612,0.758042108
first glance,the cliff,"fnonose,morningtime",lofi,165428,0.675,0.202,-18.406,0.0547,0.828,0.803,0.611,140.013,,-5.70457117,1.238531435,-3.421599495
Daydream,Until we meet again,kyu,lofi,168690,0.527,0.187,-19.299,0.0386,0.82,0.89,0.0733,94.06,,-5.86830701,3.210647458,-3.154084606
Redbone,Covers Collection,LAV8,lofi,129000,0.787,0.383,-11.767,0.074,0.394,0.89,0.566,77.5,,-3.335535712,-0.212450296,-2.159642242
No Make Up,No Make Up,Zion.T,rap,189154,0.731,0.402,-5.066,0.0556,0.411,0,0.515,92.255,,-2.553581507,-0.851431301,-0.0195814
OMG,NewJeans 'OMG',NewJeans,pop,212253,0.804,0.771,-4.067,0.0433,0.357,3.07E-06,0.739,126.956,,-1.032777253,-1.754720961,0.466010704
Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,pop,179026,0.593,0.935,-3.43,0.225,0.268,0,0.783,99.976,,0.310808637,-1.693228755,-0.47906365
UNFORGIVEN - Japanese ver.,UNFORGIVEN (Japanese ver.),"LE SSERAFIM,ナイル・ロジャース,Ado",pop,182933,0.797,0.873,-4.286,0.0591,0.121,3.63E-05,0.435,104.002,,-0.150881197,-1.420702682,0.509658877
ANTIFRAGILE,UNFORGIVEN,LE SSERAFIM,pop,184444,0.879,0.784,-3.944,0.081,0.0759,0,0.83,105.019,,-0.446160949,-2.653893809,0.596563017
FEARLESS (2023 Ver.),UNFORGIVEN,LE SSERAFIM,pop,168437,0.856,0.615,-7.226,0.133,0.0602,0.0018,0.48,103.948,,-1.055387347,-1.571255809,-0.498584085
Magnetic,SUPER REAL ME,ILLIT,pop,160688,0.797,0.668,-5.819,0.0687,0.257,0,0.69,131.067,,-1.197250789,-1.885629216,-0.385861686
MORE,Jack In The Box,j-hope,pop,180022,0.783,0.722,-4.864,0.0357,0.00537,0.00209,0.306,97.031,,-0.489443604,-0.974537994,0.770752882
Baby Don’t Stop,NCT 2018 EMPATHY,"NCT,NCT U",pop,183019,0.827,0.739,-6.391,0.0744,0.0214,4.13E-06,0.352,95.999,,-0.623329897,-1.163306883,0.319359675
Tempo,DON’T MESS UP MY TEMPO – The 5th Album,EXO,pop,224482,0.686,0.842,-4.423,0.1,0.237,0,0.519,115.944,,-0.190399155,-0.845114478,0.208714635
Attention,NewJeans 1st EP 'New Jeans',NewJeans,pop,180066,0.811,0.648,-3.684,0.0368,0.236,0,0.695,104.988,,-1.258968689,-1.942798364,0.624568582
Florida!!! (feat. Florence + The Machine),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,"Taylor Swift,Florence + The Machine",pop,215463,0.533,0.573,-7.123,0.138,0.178,0,0.398,150.088,,-0.636681715,0.312225053,-0.94590752
Your Power,002 (other people's songs),lokash,lofi,224508,0.76,0.39,-13.685,0.0358,0.921,0.931,0.461,121.962,,-4.579301493,1.402803026,-2.43231143
GLIMPSE OF US,GLIMPSE OF US,Yedai,lofi,250687,0.512,0.241,-19.108,0.0317,0.622,0.92,0.0893,160.072,,-4.547917114,3.848220006,-2.937199326
cruel summer,stories,rosarummet,lofi,183000,0.695,0.208,-13.5,0.0617,0.746,0.915,0.535,79.995,,-5.06180692,1.11785239,-2.37625625
Hold On,Covers Collection (Vol. 4),LAV8,lofi,173479,0.644,0.329,-14.528,0.0747,0.41,0.878,0.361,135.03,,-3.251904772,1.516040112,-2.839869849
all i can do is love you,timbert,timbert,lofi,132255,0.549,0.185,-20.863,0.223,0.86,0.775,0.2,73.938,,-5.944709265,2.330490288,-4.544244283
chemical,stories,rosarummet,lofi,192147,0.681,0.33,-13.77,0.0751,0.267,0.887,0.316,170.05,,-2.462470846,1.585573026,-2.951621722
ambler,daydreams,rosarummet,lofi,140946,0.567,0.33,-12.508,0.0337,0.753,0.236,0.0397,140.058,,-4.014999426,1.575918362,-2.448041275
die for you,stories,rosarummet,lofi,189572,0.805,0.313,-12.283,0.0386,0.439,0.921,0.326,152.104,,-3.152688446,1.102915123,-2.575247633
I Saw a Ghost,Portals,Miro Mas,lofi,133442,0.794,0.248,-11.798,0.356,0.82,0.925,0.212,82.064,,-3.869888974,0.774170086,-4.893798037
LOVE DIVE,LOVE DIVE,IVE,pop,177186,0.703,0.709,-4.169,0.0433,0.00379,5.43E-05,0.538,117.941,,-0.232417377,-1.27316518,0.591244339
POP!,IM NAYEON,NAYEON,pop,168106,0.795,0.859,-2.994,0.0542,0.0361,0,0.356,96.986,,0.19523826,-1.47138563,0.642698503
Numb,I've Seen You Somewhere Before,Miro Mas,lofi,175523,0.757,0.216,-14.075,0.0808,0.901,0.904,0.596,166.032,,-4.759659493,0.870740747,-3.946770495
what was i made for?,stories,rosarummet,lofi,209230,0.703,0.182,-14.299,0.0438,0.83,0.938,0.196,78.034,,-5.407532575,2.2468763,-2.408241146
Here With Me,Nemuri Neko,Kamakuras,lofi,226285,0.658,0.257,-14.484,0.0365,0.971,0.892,0.371,140.066,,-5.041040955,2.173548343,-2.915398911
Waiting For Love,I've Seen You Somewhere Before,Miro Mas,lofi,190440,0.739,0.301,-14.853,0.0516,0.941,0.913,0.171,123.978,,-4.873350811,2.036352682,-3.305190737
2 A.M.,About Last Night,Yedai,lofi,128108,0.666,0.106,-17.784,0.0425,0.912,0.911,0.134,120.279,,-6.114974667,2.247173527,-4.090983953
Lose You To Love Me,undercover,owlh,lofi,203281,0.761,0.568,-6.755,0.0392,0.0383,0.904,0.147,95.963,,-0.700686226,0.940611776,-0.726160114
i've been pwned (do it all),timbert,timbert,lofi,121779,0.463,0.198,-21.17,0.0344,0.752,0.207,0.131,81.962,,-6.481541315,2.204072752,-2.379889694
Faded,I've Seen You Somewhere Before,Miro Mas,lofi,187320,0.715,0.27,-15.23,0.164,0.92,0.926,0.377,146.048,,-4.486303112,1.6118887,-4.418613561
ASPHALT RODEO (with piri),ASPHALT RODEO (with piri),"ELIO,piri",edm,176860,0.722,0.799,-5.897,0.0521,0.0108,0.0333,0.397,102.022,,-0.291472617,-0.93511172,0.505152757
Stargazing,Stargazing - EP,"Kygo,Justin Jesso",edm,236853,0.677,0.497,-5.763,0.0809,0.152,0,0.419,99.137,,-1.413414434,-0.202712822,0.376738251
해야 (HEYA),IVE SWITCH,IVE,pop,189680,0.702,0.837,-3.447,0.0567,0.0297,0,0.685,91.986,,-0.054000471,-1.693647026,1.101238726
LA DI DA,-77.82x-78.29,EVERGLOW,pop,210893,0.477,0.85,-1.486,0.0911,0.00108,0,0.601,163.845,,1.4605897,-0.592745946,0.1320881
LILAC,IU 5th Album 'LILAC',IU,pop,214253,0.738,0.89,-2.275,0.0748,0.0895,1.89E-06,0.75,114.942,,0.357000986,-1.875909816,0.884458912
FANCY,FANCY YOU,TWICE,pop,213880,0.697,0.874,-2.15,0.0449,0.0122,0,0.775,132.018,,0.558852769,-1.754691792,1.100596852
Perfect World,Perfect World,TWICE,pop,182680,0.684,0.877,-2.322,0.0611,0.0477,0,0.599,134.98,,0.674737922,-1.521584569,0.431505493
Ditto,Ditto,NewJeans,pop,185506,0.814,0.641,-5.957,0.111,0.027,0,0.183,133.854,,-0.263593126,-0.642193258,-0.656433761
"눈,코,입 (Eyes, Nose, Lips)",RISE,TAEYANG,pop,229989,0.63,0.516,-5.759,0.0379,0.736,0,0.254,143.786,,-2.432261716,0.62603207,-0.720757723
