Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added At,Genres,Danceability,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Play Count
Despair (From Despair (From Naruto Shippuden),Naruto For Sleep,Slumbering Tom,2023-11-17,78339,51,2025-03-20T21:10:45Z,anime,0.522,1.0,-33.431,0.0485,0.994,0.936,0.11,0.228,96.071,4.0,1.0
While Cutting Tomatoes (From When Marnie Was There),Studio Ghibli Sleep,"Jiro Setsuko,Kantan",2023-04-25,67297,51,2025-03-20T21:10:45Z,anime,0.511,10.0,-33.433,0.0453,0.983,0.94,0.129,0.156,125.011,4.0,1.0
The Oiwa Home (From When Marnie Was There),Studio Ghibli Sleep,"Jiro Setsuko,Kantan",2023-04-25,94864,51,2025-03-20T21:10:45Z,anime,0.474,8.0,-31.781,0.0507,0.97,0.932,0.11,0.238,138.071,4.0,1.0
Sho's Waltz (From The Secret World Of Arrietty),Studio Ghibli Sleep,"Jiro Setsuko,Marlon",2023-04-25,91418,52,2025-03-20T21:10:45Z,lullaby,0.46,8.0,-35.713,0.047,0.993,0.967,0.11,0.332,76.576,3.0,1.0
Sheeta's Decision (From Laputa: Castle In The Sky),Studio Ghibli Sleep,"Jiro Setsuko,Flynn Bridgewater",2023-04-25,93344,52,2025-03-20T21:10:45Z,lullaby,0.478,1.0,-34.857,0.0473,0.977,0.932,0.085,0.0398,75.681,4.0,1.0
Reminiscence (From Whisper Of The Heart),Studio Ghibli Sleep,Jiro Setsuko,2023-04-25,103986,52,2025-03-20T21:10:45Z,,0.429,8.0,-33.523,0.0583,0.989,0.941,0.102,0.224,65.298,4.0,2.0
Main Theme (From When Marnie Was There),Studio Ghibli Sleep,Jiro Setsuko,2023-04-25,109915,51,2025-03-20T21:10:45Z,,0.462,9.0,-31.503,0.0602,0.981,0.955,0.112,0.232,146.463,3.0,1.0
SPOT!,SPOT!,"ZICO,JENNIE",2024-04-26,167706,77,2025-03-20T21:10:45Z,"k-rap,k-pop",0.875,5.0,-3.905,0.078,0.151,0.0,0.113,0.906,108.038,4.0,6.0
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,2024-04-29,198906,70,2025-03-20T21:10:45Z,k-pop,0.679,4.0,-4.113,0.189,0.0819,1.2e-06,0.148,0.589,151.984,4.0,3.0
Feeling Lucky,Feeling Lucky,"BIBI,Jackson Wang",2024-04-26,151040,58,2025-03-20T21:10:45Z,"k-pop,k-rap",0.869,11.0,-8.727,0.07,0.0522,0.000748,0.0732,0.683,124.067,4.0,4.0
Sacrifice Tomorrow,12 Notes,Alec Benjamin,2024-05-10,145622,49,2025-03-20T21:10:45Z,,0.705,4.0,-5.098,0.0453,0.103,3.16e-05,0.375,0.543,119.995,4.0,1.0
FREAK,YUQ1,YUQI,2024-04-23,171080,60,2025-03-20T21:10:45Z,k-pop,0.809,5.0,-3.517,0.0462,0.0771,0.0,0.105,0.813,119.996,4.0,1.0
New Jeans,NewJeans 'Super Shy',NewJeans,2023-07-07,108986,77,2025-03-20T21:10:45Z,k-pop,0.807,4.0,-6.211,0.0508,0.51,0.00216,0.115,0.532,134.014,4.0,8.0
I’ll See You There Tomorrow,minisode 3: TOMORROW,TOMORROW X TOGETHER,2024-04-01,196694,66,2025-03-20T21:10:45Z,k-pop,0.748,4.0,-5.242,0.0512,0.146,0.0,0.265,0.645,121.031,4.0,1.0
MILLION DOLLAR BABY,MILLION DOLLAR BABY,Tommy Richman,2024-04-26,155151,87,2025-03-20T21:10:45Z,,0.852,1.0,-5.52,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4.0,2.0
Babydoll,"Don't Forget About Me, Demos",Dominic Fike,2018-10-16,97960,80,2025-03-20T21:10:45Z,,0.762,7.0,-5.296,0.11,0.114,0.0,0.0271,0.847,168.007,4.0,6.0
People Watching,Superache,Conan Gray,2022-06-24,158536,72,2025-03-20T21:10:45Z,,0.53,5.0,-7.281,0.0534,0.381,0.0,0.294,0.544,125.721,4.0,49.0
The Killa (I Belong to You),minisode 3: TOMORROW,TOMORROW X TOGETHER,2024-04-01,162642,62,2025-03-20T21:10:45Z,k-pop,0.759,7.0,-5.536,0.144,0.134,4.84e-06,0.126,0.481,67.968,3.0,4.0
EGO!,EGO!,liza,2024-04-26,148008,30,2025-03-20T21:10:45Z,,0.481,0.0,-8.662,0.0557,4.9e-05,0.000135,0.217,0.749,179.957,4.0,7.0
Strangers,undercover,owlh,2023-11-24,192990,39,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.772,11.0,-4.383,0.0547,0.0578,0.584,0.146,0.617,76.475,4.0,2.0
Nora,Portals,Miro Mas,2022-11-04,137872,29,2025-03-20T21:10:45Z,lo-fi,0.809,8.0,-10.769,0.262,0.793,0.874,0.314,0.646,169.955,4.0,2.0
Save Your Tears,My Name Is Spruce,Granlund,2022-06-10,201340,44,2025-03-20T21:10:45Z,lo-fi,0.663,0.0,-9.488,0.0305,0.0339,0.863,0.0993,0.418,97.038,4.0,8.0
cloudy apple,daydreams,rosarummet,2020-07-17,114788,30,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.712,7.0,-11.862,0.0501,0.649,0.839,0.389,0.144,80.027,4.0,1.0
My Mind & Me,Portals pt 2,Miro Mas,2023-01-13,158685,43,2025-03-20T21:10:45Z,lo-fi,0.871,9.0,-10.935,0.0738,0.852,0.898,0.0865,0.3,137.103,4.0,4.0
drivers license,drivers license,lokash,2021-05-14,195214,38,2025-03-20T21:10:45Z,lo-fi,0.674,11.0,-16.852,0.0523,0.717,0.912,0.109,0.575,139.98,4.0,7.0
stay,stories,rosarummet,2024-02-02,225769,40,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.655,5.0,-17.263,0.0445,0.765,0.94,0.0931,0.253,78.004,4.0,3.0
All Girls Are The Same,undercover,owlh,2023-11-24,163566,39,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.764,4.0,-9.792,0.0578,0.181,0.832,0.15,0.326,157.0,4.0,4.0
Soulful Serenade,Soulful Serenade,Anthony Hide Trio,2024-01-19,230232,56,2025-03-20T21:10:45Z,jazz,0.499,9.0,-20.39,0.0319,0.84,0.42,0.102,0.125,103.72,4.0,1.0
Beautiful Sunrise,Beautiful Sunrise,Arta Porting,2023-01-29,291319,53,2025-03-20T21:10:45Z,jazz,0.362,0.0,-18.193,0.0338,0.936,0.879,0.109,0.156,107.442,4.0,1.0
Prelude,Prelude,Luke Marantz Trio,2024-02-25,171458,55,2025-03-20T21:10:45Z,,0.528,9.0,-20.915,0.0344,0.945,0.966,0.12,0.11,102.114,4.0,1.0
Last Call,Nightcaps,Glass Trio,2023-02-12,169863,57,2025-03-20T21:10:45Z,jazz,0.51,6.0,-15.775,0.0341,0.972,0.928,0.1,0.216,103.792,4.0,1.0
All I See In You,All I See In You,Most Iverson,2023-08-25,235050,55,2025-03-20T21:10:45Z,jazz,0.526,2.0,-27.512,0.031,0.919,0.851,0.0999,0.0868,99.358,4.0,1.0
A Poetic City,A Poetic City,Kristian Hart Trio,2023-12-15,204144,42,2025-03-20T21:10:45Z,jazz,0.341,10.0,-19.808,0.0309,0.933,0.731,0.324,0.162,78.983,4.0,1.0
Thank God It's Friday,Thank God It's Friday,Mike Coen,2024-02-23,233319,51,2025-03-20T21:10:45Z,jazz,0.381,5.0,-20.372,0.0317,0.954,0.478,0.268,0.145,106.418,4.0,1.0
On Repeat,On Repeat,Evelyn Parker,2023-09-15,204006,48,2025-03-20T21:10:45Z,jazz,0.477,0.0,-12.359,0.0336,0.939,0.00722,0.287,0.0819,106.213,4.0,1.0
Soft Moments,Soft Moments,Alec Taylor Trio,2024-01-12,202851,45,2025-03-20T21:10:45Z,jazz,0.335,10.0,-19.966,0.0309,0.929,0.678,0.341,0.181,80.685,4.0,1.0
Forgetful,Forgetful,Old Town Trio,2024-02-16,246250,41,2025-03-20T21:10:45Z,jazz,0.424,2.0,-16.203,0.0414,0.956,0.916,0.129,0.111,57.03,4.0,1.0
The surf shirt,The surf shirt,Flatland Park,2023-09-28,184088,47,2025-03-20T21:10:45Z,,0.572,6.0,-15.583,0.0349,0.888,0.0802,0.115,0.235,104.408,4.0,1.0
Flow,Flow,Isaiah Lewis,2024-03-01,223000,57,2025-03-20T21:10:45Z,jazz,0.298,2.0,-17.0,0.0358,0.97,0.883,0.12,0.0685,106.155,4.0,1.0
Nocturnal Whispers,Nocturnal Whispers,Dan Evans-Parker,2023-10-27,267688,54,2025-03-20T21:10:45Z,jazz,0.367,5.0,-18.048,0.0345,0.861,0.651,0.109,0.129,76.724,4.0,1.0
Buachaille Etive Mor,Lost in the Highlands,Saphena Trio,2023-11-05,195860,51,2025-03-20T21:10:45Z,jazz,0.558,5.0,-17.368,0.0444,0.966,0.748,0.105,0.112,123.843,4.0,2.0
Sorry for Me,Edits,Ricky Montgomery,2022-12-16,197513,49,2025-03-20T21:10:45Z,,0.513,1.0,-7.407,0.0278,0.159,1.5e-05,0.102,0.316,145.147,4.0,5.0
Same Shit (Interlude),Rick(y),Ricky Montgomery,2024-05-10,102209,28,2025-03-20T21:10:45Z,,0.702,0.0,-6.653,0.101,0.821,0.000261,0.142,0.774,144.116,4.0,1.0
Truth or Dare,Rick,Ricky Montgomery,2023-09-29,154287,36,2025-03-20T21:10:45Z,,0.529,9.0,-6.482,0.282,0.566,0.000102,0.329,0.326,185.032,4.0,1.0
Thinkin Bout You,001 (other people's songs),lokash,2021-12-17,176769,38,2025-03-20T21:10:45Z,lo-fi,0.786,7.0,-15.63,0.0535,0.881,0.944,0.13,0.532,129.988,4.0,3.0
love affair,stories,rosarummet,2024-02-02,189941,41,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.736,8.0,-14.003,0.062,0.111,0.874,0.152,0.176,172.052,4.0,3.0
RIP Udden,Portals,Miro Mas,2022-11-04,211445,14,2025-03-20T21:10:45Z,lo-fi,0.452,6.0,-19.574,0.0513,0.921,0.918,0.101,0.0902,95.058,4.0,1.0
The First Kiss,About Last Night,Yedai,2022-09-16,147200,28,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.689,8.0,-14.567,0.0459,0.764,0.903,0.109,0.24,74.965,4.0,2.0
Yesterday,Covers Collection (Vol. 2),LAV8,2021-10-01,120055,39,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.862,0.0,-11.287,0.173,0.191,0.761,0.137,0.534,89.998,4.0,2.0
Chikatto Chika Chikattsu (From Kaguya-sama: Love Is War),Chikatto Chika Chikattsu (From Kaguya-sama: Love Is War),"Akano,Jonatan King",2019-07-30,95140,23,2025-03-20T21:10:45Z,anime,0.755,11.0,-6.384,0.244,0.193,1.68e-06,0.118,0.32,178.002,4.0,14.0
SOUVENIR,SOUVENIR,BUMP OF CHICKEN,2022-09-29,264126,59,2025-03-20T21:10:45Z,"j-pop,j-rock,anime",0.622,2.0,-4.997,0.0413,0.0094,6.48e-06,0.0957,0.96,158.056,4.0,14.0
シンデレラ,シンデレラ,Cidergirl,2021-10-08,212310,53,2025-03-20T21:10:45Z,"anime,j-pop,j-rock,japanese indie",0.572,7.0,-2.617,0.0626,0.0141,0.0,0.315,0.717,129.981,4.0,15.0
Hikare Inochi,Hikare Inochi,Kitri,2021-10-14,322146,40,2025-03-20T21:10:45Z,anime,0.592,2.0,-5.268,0.0311,0.319,4.66e-06,0.137,0.385,102.033,4.0,10.0
LOVE AGAIN,undercover,owlh,2023-11-24,143536,39,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.654,2.0,-12.511,0.0453,0.54,0.899,0.12,0.241,97.018,4.0,2.0
solstice,in the clouds,owlh,2022-09-23,223000,29,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.691,11.0,-11.417,0.0356,0.731,0.897,0.124,0.525,79.947,3.0,1.0
follow,daydreams,rosarummet,2020-07-17,160208,17,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.592,0.0,-15.403,0.145,0.741,0.888,0.0999,0.0396,180.217,4.0,1.0
old fashioned,aurora,owlh,2020-07-17,147000,28,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.653,7.0,-7.709,0.0469,0.701,0.876,0.114,0.043,80.022,4.0,1.0
California Dreamin',Portals pt 2,Miro Mas,2023-01-13,150208,45,2025-03-20T21:10:45Z,lo-fi,0.775,3.0,-13.796,0.121,0.857,0.914,0.231,0.621,84.913,4.0,9.0
Better Now,My Name Is Spruce,Granlund,2022-06-10,200000,42,2025-03-20T21:10:45Z,lo-fi,0.668,10.0,-12.324,0.0529,0.903,0.927,0.11,0.515,144.006,4.0,2.0
verk,swamp,timbert,2020-09-04,153979,29,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.514,3.0,-19.182,0.0422,0.884,0.875,0.0996,0.264,123.957,3.0,1.0
One Last Time,Suncovers,owlh,2023-02-24,200277,44,2025-03-20T21:10:45Z,"lo-fi,lo-fi beats",0.781,8.0,-17.601,0.0423,0.912,0.941,0.109,0.564,107.999,4.0,9.0
Summertime Sadness,Portals pt 2,Miro Mas,2023-01-13,249999,44,2025-03-20T21:10:45Z,lo-fi,0.752,10.0,-12.089,0.068,0.719,0.854,0.108,0.359,82.014,4.0,9.0
LUNCH,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,179586,86,2025-03-20T21:10:45Z,,0.893,11.0,-7.981,0.0643,0.0452,0.0823,0.0632,0.945,124.987,4.0,28.0
Touch You,アニメ『ヤリチン☆ビッチ部』主題歌「Touch You」,"遠野高志,加島優,矢口恭介,ジミー,百合絢斗,田村唯,明美圭一,糸目幸士郎,鹿谷樹",2018-08-15,206180,62,2025-03-20T21:10:45Z,anime,0.603,8.0,-2.886,0.0487,0.00655,3.04e-06,0.143,0.796,135.028,4.0,9.0
カワキヲアメク,カワキヲアメク,美波,2019-01-30,251933,69,2025-03-20T21:10:45Z,"anime,j-pop,j-rock",0.546,6.0,-4.52,0.0536,0.0148,0.00014,0.185,0.511,129.165,4.0,8.0
Satisfied,Hamilton (Original Broadway Cast Recording),"Renée Elise Goldsberry,Original Broadway Cast of Hamilton",2015-09-25,329228,72,2025-03-20T21:10:45Z,musicals,0.707,5.0,-8.581,0.0949,0.287,0.0,0.15,0.478,123.772,4.0,3.0
Mr. Loverman,Montgomery Ricky,Ricky Montgomery,2016-04-08,216880,81,2025-03-20T21:10:45Z,,0.639,0.0,-6.697,0.0256,0.245,2.43e-05,0.25,0.488,130.033,3.0,1.0
Join Us for a Bite,All Five Nights,"JT Music,Andrea Storm Kaden",2016-02-22,236511,66,2025-03-20T21:10:45Z,nerdcore,0.595,1.0,-5.651,0.0361,0.0461,0.0,0.107,0.386,85.987,4.0,2.0
It's Been So Long,It's Been So Long,The Living Tombstone,2014-12-04,174394,70,2025-03-20T21:10:45Z,,0.564,10.0,-6.759,0.0407,0.114,0.0,0.17,0.458,95.923,4.0,1.0
Die In a Fire (feat. EileMonty & Orko),Die In A Fire,"The Living Tombstone,Eile Monty,Orko",2015-04-24,185477,60,2025-03-20T21:10:45Z,psytrance,0.535,3.0,-4.417,0.0699,0.0275,0.0,0.327,0.521,110.048,4.0,1.0
I Can't Fix You (feat. Crusher-P),I Can't Fix You,"The Living Tombstone,Crusher-P",2016-12-10,278742,62,2025-03-20T21:10:45Z,vocaloid,0.461,1.0,-4.813,0.0462,4.55e-05,0.106,0.111,0.364,174.02,4.0,1.0
It's Me,Five Nights at Freddy's Songs,Tryhardninja,2015-10-23,224493,59,2025-03-20T21:10:45Z,,0.489,11.0,-6.815,0.0507,0.0189,0.000154,0.149,0.209,128.075,4.0,1.0
Labyrinth,Labyrinth,"CG5,Fandroid!,Chi-Chi,Caleb Hyles,Dagames,Dawko",2017-12-16,280780,51,2025-03-20T21:10:45Z,nerdcore,0.607,2.0,-2.231,0.0322,0.383,0.0,0.352,0.365,139.992,4.0,2.0
I Know It's Today,Shrek The Musical,"Leah Greenhaus,Marissa O'Donnell,Sutton Foster",2008-01-01,318666,51,2025-03-20T21:10:45Z,musicals,0.561,2.0,-9.446,0.0592,0.834,0.0,0.258,0.42,137.395,4.0,1.0
Labyrinth,Hawaii: Part II,"Miracle Musical,Shane MauX,KAYE",2012-12-12,152745,68,2025-03-20T21:10:45Z,,0.496,1.0,-6.234,0.0497,0.0214,0.000725,0.328,0.317,126.877,5.0,2.0
Sky,Whole Lotta Red,Playboi Carti,2020-12-25,193234,80,2025-03-20T21:10:45Z,rage rap,0.785,2.0,-4.184,0.21,0.258,0.0,0.169,0.565,139.98,4.0,2.0
Kill Bill,SOS,SZA,2022-12-08,153946,86,2025-03-20T21:10:45Z,r&b,0.644,8.0,-5.747,0.0391,0.0521,0.144,0.161,0.418,88.98,4.0,21.0
Genie In a Bottle,Christina Aguilera (Expanded Edition),Christina Aguilera,1999,217573,79,2025-03-20T21:10:45Z,,0.633,1.0,-6.945,0.166,0.209,0.000123,0.137,0.913,175.716,4.0,2.0
メインテーマ,TVアニメ『宝石の国』オリジナルサウンドトラック,藤澤慶昌,2018-01-17,116186,39,2025-03-20T21:10:45Z,anime,0.169,10.0,-14.597,0.0388,0.909,0.0411,0.305,0.0602,75.001,4.0,1.0
Take Me to Church,Hozier (Expanded Edition),Hozier,2014-09-19,241693,81,2025-03-20T21:10:45Z,,0.566,4.0,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,4.0,1.0
Get Used to It,Montgomery Ricky,Ricky Montgomery,2016-04-08,235333,51,2025-03-20T21:10:45Z,,0.706,9.0,-5.676,0.0446,0.0026,2.06e-06,0.0736,0.562,122.068,4.0,1.0
In Your Pocket,Rick,Ricky Montgomery,2023-09-29,182515,36,2025-03-20T21:10:45Z,,0.837,7.0,-5.755,0.0343,0.0157,0.399,0.0828,0.933,125.028,4.0,1.0
My Alcoholic Friends,"Yes, Virginia",The Dresden Dolls,2006-03-29,167680,72,2025-03-20T21:10:45Z,dark cabaret,0.596,4.0,-3.881,0.0324,0.18,0.0,0.0938,0.746,110.464,4.0,1.0
Too Sweet,Unreal Unearth: Unaired,Hozier,2024-08-19,251424,79,2025-03-20T21:10:45Z,,0.741,10.0,-5.505,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4.0,15.0
Dear Arkansas Daughter,After,Lady Lamb,2015-03-03,352866,62,2025-03-20T21:10:45Z,,0.324,7.0,-6.613,0.0319,0.0217,2.46e-05,0.0783,0.264,111.505,4.0,1.0
Africa,Toto IV,TOTO,1982-04-08,295893,86,2025-03-20T21:10:45Z,soft rock,0.671,9.0,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4.0,3.0
Falling Behind,Everything I Know About Love,Laufey,2022-08-26,173640,79,2025-03-20T21:10:45Z,,0.449,7.0,-12.986,0.0915,0.942,0.0786,0.109,0.55,165.888,4.0,4.0
The Beach,Wiped Out!,The Neighbourhood,2015-10-30,255133,74,2025-03-20T21:10:45Z,,0.245,2.0,-7.426,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,4.0,1.0
You Belong Here,All Five Nights,"JT Music,Andrea Storm Kaden",2016-02-22,253714,59,2025-03-20T21:10:45Z,nerdcore,0.731,1.0,-4.872,0.107,0.078,0.0,0.138,0.744,140.021,4.0,1.0
瞬き,TVアニメ「佐々木と宮野」オープニングテーマ「瞬き」,ミラクルチンパンジー,2022-01-26,240506,39,2025-03-20T21:10:45Z,anime,0.611,4.0,-4.683,0.0485,0.0332,0.0,0.0895,0.894,114.971,4.0,9.0
君のせい,Hell like Heaven,the peggies,2019-02-06,263066,55,2025-03-20T21:10:45Z,"anime,j-rock,j-pop,japanese indie",0.39,4.0,-1.51,0.0812,0.00079,0.00704,0.304,0.557,173.998,4.0,11.0
残響散歌,残響散歌,Aimer,2021-12-06,184893,67,2025-03-20T21:10:45Z,"anime,j-pop,j-rock",0.367,11.0,-4.002,0.091,0.000627,0.0,0.207,0.38,170.863,4.0,10.0
RED,RED,Survive Said The Prophet,2018-12-12,253893,47,2025-03-20T21:10:45Z,"anime,j-rock",0.449,5.0,-4.592,0.0351,0.0165,0.0,0.302,0.423,107.997,4.0,12.0
Starboy,Starboy,"The Weeknd,Daft Punk",2016-11-25,230453,89,2025-03-20T21:10:45Z,"french house,electronic,electro",0.679,7.0,-7.015,0.276,0.141,6.35e-06,0.137,0.486,186.003,4.0,5.0
All Things End,Unreal Unearth,Hozier,2023-08-18,216693,56,2025-03-20T21:10:45Z,,0.399,9.0,-7.231,0.0525,0.382,0.0,0.0748,0.24,76.23,4.0,1.0
なんなのさ!,TVアニメ『宝石の国』オリジナルサウンドトラック,藤澤慶昌,2018-01-17,100360,21,2025-03-20T21:10:45Z,anime,0.81,10.0,-19.136,0.0343,0.958,0.66,0.084,0.68,92.953,4.0,1.0
The Moon Will Sing,Coyote Stories,The Crane Wives,2015-08-29,220786,69,2025-03-20T21:10:45Z,,0.482,1.0,-8.307,0.0349,0.563,0.000109,0.136,0.217,76.482,4.0,2.0
LIGHT SHOWER,PORTALS,Melanie Martinez,2023-03-31,267441,55,2025-03-20T21:10:45Z,,0.616,9.0,-12.619,0.0293,0.742,0.0,0.117,0.212,78.917,4.0,1.0
ちょっとひと息,TVアニメ『宝石の国』オリジナルサウンドトラック,藤澤慶昌,2018-01-17,97933,25,2025-03-20T21:10:45Z,anime,0.579,10.0,-11.058,0.0409,0.929,0.7,0.0929,0.151,160.003,4.0,1.0
Queencard,I feel,(G)I-DLE,2023-05-15,161240,73,2025-03-20T21:10:45Z,k-pop,0.815,4.0,-2.828,0.0475,0.0327,0.000268,0.27,0.692,129.989,4.0,1.0
Creatures of the Night,Only Murders in the Building: Season 3 (Original Soundtrack/Deluxe Edition),"Only Murders in the Building – Cast,Martin Short",2023-10-04,154240,34,2025-03-20T21:10:45Z,,0.343,6.0,-7.153,0.056,0.551,0.0,0.105,0.466,90.941,1.0,1.0
Hurricane,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Original Broadway Cast of Hamilton",2015-09-25,143551,62,2025-03-20T21:10:45Z,musicals,0.453,0.0,-7.952,0.309,0.762,0.0,0.0965,0.398,171.289,5.0,2.0
Love Like You (feat. Rebecca Sugar) - End Credits,"Steven Universe, Vol. 1 (Original Soundtrack)","Steven Universe,Rebecca Sugar",2017-06-02,143629,74,2025-03-20T21:10:45Z,,0.591,0.0,-10.098,0.0312,0.879,0.0,0.15,0.292,118.001,3.0,1.0
Look At Me,Twicetagram,TWICE,2017-10-30,193146,64,2025-03-20T21:10:45Z,k-pop,0.719,1.0,-3.585,0.0365,0.156,1.21e-06,0.0655,0.665,134.892,4.0,1.0
The Deal,The Land Is Inhospitable and So Are We,Mitski,2023-09-15,232200,55,2025-03-20T21:10:45Z,,0.137,1.0,-14.768,0.0423,0.497,1.09e-05,0.122,0.229,77.322,3.0,1.0
Cake,Cry Baby (Deluxe Edition),Melanie Martinez,2015-08-14,199681,71,2025-03-20T21:10:45Z,,0.518,8.0,-6.255,0.0826,0.381,0.0,0.271,0.29,156.992,4.0,1.0
青のすみか,青のすみか,Tatsuya Kitani,2023-07-07,196466,71,2025-03-20T21:10:45Z,"anime,j-pop,j-rock",0.479,1.0,-4.809,0.169,0.0134,0.0,0.297,0.639,151.99,4.0,5.0
Pallet Town (Pokémon Lofi),Pallet Town (Pokémon Lofi),"Super Lofi 64,GameChops",2024-04-03,154000,35,2025-03-20T21:10:45Z,lo-fi,0.589,7.0,-14.781,0.0395,0.943,0.95,0.0836,0.536,77.501,4.0,1.0
Pokémon League,Poké & Chill,"Mikel,GameChops",2019-08-16,171000,41,2025-03-20T21:10:45Z,lo-fi,0.606,4.0,-15.426,0.07,0.0999,0.883,0.0802,0.321,79.956,4.0,1.0
Pokémon Center,Pokémon Center,"Tee Lopes,GameChops",2021-05-21,173098,39,2025-03-20T21:10:45Z,lo-fi,0.657,1.0,-8.97,0.0325,0.0715,0.959,0.104,0.442,147.976,4.0,1.0
Title Screen,Chilltendo Deluxe,"Jokabi,GameChops,Mikel",2022-05-06,165750,34,2025-03-20T21:10:45Z,lo-fi,0.774,0.0,-12.626,0.0786,0.819,0.75,0.0859,0.231,79.996,4.0,1.0
National Park,Poké Tape 4,"Coffee Date,GameChops",2025-01-21,129000,37,2025-03-20T21:10:45Z,lo-fi,0.655,1.0,-14.991,0.0398,0.893,0.868,0.114,0.205,80.002,4.0,1.0
Littleroot Town,Poké Tape 3,"Helynt,GameChops",2023-07-28,139764,36,2025-03-20T21:10:45Z,lo-fi,0.766,5.0,-15.416,0.0422,0.97,0.937,0.119,0.46,84.994,4.0,2.0
Northern Cardinal,Northern Cardinal,"Bird Boy,Dj Cutman",2024-01-12,140869,32,2025-03-20T21:10:45Z,lo-fi,0.758,8.0,-12.14,0.0825,0.263,0.672,0.437,0.489,92.046,4.0,1.0
Broiled Magikarp,Broiled Magikarp,"Dubtendo,GameChops",2022-06-09,145333,30,2025-03-20T21:10:45Z,lo-fi,0.865,2.0,-9.233,0.042,0.711,0.845,0.0594,0.963,135.003,4.0,1.0
Snowpoint,Poké Tape,"BKNAPP,GameChops",2022-09-02,181973,33,2025-03-20T21:10:45Z,lo-fi,0.728,4.0,-12.441,0.0484,0.135,0.845,0.0731,0.503,90.016,4.0,1.0
Pokémon Lofi Center,Super Lofi World 3,"Helynt,GameChops",2022-10-14,157674,35,2025-03-20T21:10:45Z,lo-fi,0.538,2.0,-18.458,0.0465,0.988,0.937,0.0945,0.0696,171.934,4.0,1.0
Driftveil City,Poké Tape 3,"Helynt,GameChops",2023-07-28,130632,35,2025-03-20T21:10:45Z,lo-fi,0.653,3.0,-15.076,0.208,0.844,0.929,0.225,0.35,158.017,4.0,1.0
Hot Tea & Firmware Updates,WiiU Grooves,Dj Cutman,2012-11-25,193500,34,2025-03-20T21:10:45Z,lo-fi,0.809,8.0,-8.917,0.0554,0.082,0.83,0.11,0.67,120.026,4.0,1.0
BATTER UP,BATTER UP,BABYMONSTER,2023-11-27,188179,74,2025-03-20T21:10:45Z,k-pop,0.903,11.0,-4.772,0.105,0.069,1.12e-05,0.127,0.873,130.01,4.0,1.0
MANIAC,The 4th Mini Album 'VERSUS',VIVIZ,2023-11-02,195520,68,2025-03-20T21:10:45Z,k-pop,0.755,9.0,-4.521,0.0705,0.189,0.0,0.0978,0.808,114.962,4.0,22.0
Left and Right (Feat. Jung Kook of BTS),CHARLIE,"Charlie Puth,Jung Kook,BTS",2022-10-06,154486,73,2025-03-20T21:10:45Z,"soft pop,pop,k-pop",0.881,2.0,-4.898,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4.0,2.0
Control,Control,Grace Power,2024-03-22,187972,42,2025-03-20T21:10:45Z,,0.587,2.0,-8.151,0.0367,0.678,1.23e-05,0.112,0.387,143.052,4.0,5.0
Sweet Home Alabama,Second Helping (Expanded Edition),Lynyrd Skynyrd,1974-04-15,283800,80,2025-03-20T21:10:45Z,"southern rock,classic rock,rock",0.596,7.0,-12.145,0.0255,0.181,0.000327,0.0863,0.886,97.785,4.0,2.0
Shake It Off (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,219209,72,2025-03-20T21:10:45Z,,0.632,7.0,-5.707,0.069,0.0112,2.51e-05,0.156,0.903,160.052,4.0,1.0
Pasta,Go The Distance,New Rules,2022-06-03,177561,35,2025-03-20T21:10:45Z,,0.634,1.0,-3.812,0.0505,0.474,0.0,0.0891,0.515,88.765,4.0,3.0
Cheerios & Chocolate Milk,Cheerios & Chocolate Milk,teak,2019-11-01,214256,29,2025-03-20T21:10:45Z,,0.668,11.0,-6.456,0.0953,0.219,0.0,0.0907,0.571,147.933,4.0,1.0
