Track Name,Album Name,Artist Name(s),Duration (ms),pop,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
Finale,musicals,"Erika Henningsen,Jeremy Jordan,Amir Talai,Stephanie Beatriz,Blake Roman,Keith David,Christian Borle,Joel Perez,Kimiko Glenn,Krystina Alabado,Andrew Underberg,Sam Haft",230580,60,musicals,0.472,0.673,8,-5.515,1,0.0637,0.291,0,0.05,0.321,132.57,4,1.1663244353182751
Sleep Through the Night,rap,Meditation Relax Club,305999,40,new age,0.0734,0.00187,9,-37.319,0,0.0505,0.994,0.782,0.0721,0.043,69.192,3,5.6974674880219025
On Bended Knee,II,Boyz II Men,329800,75,r&b,0.632,0.513,8,-8.246,1,0.0336,0.377,0,0.118,0.185,116.629,4,30.5927447
End Of The Road,Cooleyhighharmony (Bonus Tracks Version),Boyz II Men,351466,72,r&b,0.641,0.428,5,-9.29,0,0.024,0.0666,0,0.0579,0.53,149.705,3,33.92744695
4 Seasons Of Loneliness,Evolution,Boyz II Men,292400,48,r&b,0.58,0.488,6,-10.494,1,0.0437,0.822,1.6e-05,0.115,0.194,98.49,4,28.030116358658454
I'll Make Love To You,II,Boyz II Men,236760,68,r&b,0.559,0.49,2,-8.06,1,0.0247,0.104,0,0.099,0.201,142.445,3,30.5927447
Motownphilly,Cooleyhighharmony (Bonus Tracks Version),Boyz II Men,235226,59,r&b,0.754,0.857,2,-9.699,1,0.0605,0.0143,2.34e-05,0.278,0.787,114.143,4,33.92744695
The Color of Love,Full Circle,Boyz II Men,290933,53,r&b,0.498,0.508,2,-5.883,1,0.0348,0.0325,0,0.136,0.199,74.866,4,22.811772758384667
Doin' Just Fine,Evolution,Boyz II Men,332200,50,r&b,0.633,0.424,6,-5.965,1,0.0346,0.471,0,0.113,0.257,113.914,4,28.030116358658454
Water Runs Dry,II,Boyz II Men,201386,57,r&b,0.587,0.369,0,-12.994,1,0.0262,0.465,0,0.079,0.529,89.592,4,30.5927447
Dreams,Nathan Michael Shawn Wanya,Boyz II Men,226560,52,r&b,0.561,0.527,7,-8.111,0,0.0306,0.46,0,0.181,0.273,119.967,3,24.591375770020534
Please Don't Go,Cooleyhighharmony (Bonus Tracks Version),Boyz II Men,263960,50,r&b,0.645,0.663,6,-12.847,0,0.0454,0.197,0,0.302,0.743,135.601,4,33.92744695
A Song For Mama,Evolution,Boyz II Men,303373,51,r&b,0.569,0.44,7,-8.948,1,0.0349,0.467,0,0.143,0.148,75.001,4,28.030116358658454
Broken,Broken,"AViVA,The Tech Thieves",182758,33,nightcore,0.729,0.633,3,-4.306,0,0.0852,0.371,0,0.0868,0.832,77.513,4,3.140314853
House Of Cards,House Of Cards,AViVA,177599,31,nightcore,0.679,0.742,0,-5.015,0,0.0854,0.0722,0,0.203,0.449,120.091,4,1.8809034907597535
Freak Show,Freak Show,"Jake Daniels,AViVA",127800,43,nightcore,0.716,0.591,9,-7.899,1,0.0384,0.506,1.62e-06,0.569,0.262,100.005,4,1.6646132785763177
WEIRDO,WEIRDO,AViVA,150558,34,nightcore,0.712,0.707,4,-5.305,1,0.0435,0.477,7.89e-06,0.101,0.627,80.023,4,1.4729637234770705
Erupt (ft. AViVA),Erupt (ft. AViVA),"Stileto,AViVA",148965,39,nightcore,0.566,0.712,4,-4.873,0,0.0443,0.444,1.77e-06,0.332,0.303,72.508,4,1.4264202600958247
HATE 2 LUV U,HATE 2 LUV U,AViVA,177479,23,nightcore,0.655,0.596,4,-4.868,1,0.0891,0.00286,7.61e-05,0.133,0.821,159.839,4,1.3579739904175223
Alien,Alien,"Nico & Chelsea,Nico Collins,Chelsea Collins",193275,37,nightcore,0.507,0.67,7,-4.963,1,0.0299,0.0284,0,0.424,0.436,89.982,4,1.2813141683778233
BAD GIRL,BAD GIRL,AViVA,208860,28,nightcore,0.578,0.726,5,-5.992,0,0.0456,0.00679,0.00541,0.0624,0.688,160.099,4,1.2238193018480492
Come Inside Of My Heart,CLAPCLAPCLAP!,IV Of Spades,246396,76,indie,0.676,0.565,10,-9.411,1,0.03,0.00321,0.000582,0.241,0.689,113.007,4,6.206707734428473
Ctrl + Esc,Ctrl + Esc,Project Orange,198810,32,indie,0.627,0.754,3,-8.222,1,0.0314,0.352,0.00811,0.0839,0.692,125.025,4,5.382614647501711
NVMD,NVMD,Denise Julia,181224,71,r&b,0.758,0.674,6,-4.533,1,0.108,0.0903,0,0.0902,0.424,97.977,4,3.159479808350445
Mikrokosmos,MAP OF THE soul,BTS,224225,68,pop,0.579,0.858,8,-5.212,1,0.114,0.125,0,0.0502,0.475,174.043,3,5.976728268309377
Unholy (feat. Kim Petras) - Nova Twins Remix,Unholy (feat. Kim Petras) [Nova Twins Remix],"Sam Smith,Kim Petras,Nova Twins",177800,36,pop,0.618,0.91,2,-4.309,1,0.052,0.00624,0.00044,0.411,0.391,131.031,4,2.316221765913758
Pied Piper,Love Yourself 承 'Her',BTS,245620,71,pop,0.583,0.712,2,-4.942,0,0.0326,0.2,0,0.268,0.778,94.051,4,7.540041067761807
Whalien 52,The Most Beautiful Moment in Life Pt.2,BTS,243222,59,pop,0.585,0.93,10,-2.707,0,0.241,0.0992,2.54e-06,0.345,0.735,90.03,4,9.341546886
UGH!,MAP OF THE soul,BTS,225012,63,pop,0.72,0.824,10,-5.086,0,0.128,0.0394,0,0.0509,0.333,165.996,4,5.114305270362765
Filter,MAP OF THE soul,BTS,180220,68,pop,0.779,0.762,10,-5.188,0,0.0631,0.0224,0,0.121,0.859,110.043,4,5.114305270362765
Don't Leave Me,FACE YOURSELF,BTS,227413,58,pop,0.62,0.778,8,-4.622,0,0.0724,0.116,0,0.312,0.386,147.012,4,6.997946611909651
We are Bulletproof : the Eternal,MAP OF THE soul,BTS,261542,65,pop,0.522,0.574,9,-5.225,0,0.0317,0.224,0,0.108,0.176,84.044,4,5.114305270362765
Dope,The Most Beautiful Moment in Life Pt.1,BTS,240020,67,pop,0.595,0.89,10,-3.109,0,0.245,0.0486,0,0.32,0.62,154.071,4,9.930184804928132
Stigma,Wings,BTS,216063,61,pop,0.566,0.475,0,-5.556,0,0.089,0.148,0,0.139,0.335,136.442,4,8.479123887748118
Paradise,Love Yourself 轉 'Tear',BTS,211223,62,pop,0.551,0.828,5,-5.523,1,0.352,0.214,0,0.0571,0.928,139.662,4,6.877481177275839
Hold Me Tight,The Most Beautiful Moment in Life Pt.1,BTS,274991,61,pop,0.622,0.728,6,-5.111,1,0.286,0.0511,0,0.171,0.394,139.994,4,9.930184804928132
Run,The Most Beautiful Moment in Life Pt.2,BTS,236748,68,pop,0.554,0.878,11,-3.02,0,0.0513,0.00146,0,0.0998,0.55,132.896,4,9.341546886
Silver Spoon,The Most Beautiful Moment in Life Pt.2,BTS,233160,68,pop,0.65,0.879,9,-2.886,1,0.073,0.00104,0,0.0483,0.536,166.895,4,9.341546886
Daydream (백일몽),Hope World,j-hope,228759,66,pop,0.749,0.961,8,-6.518,0,0.0874,0.00512,0,0.175,0.859,116.037,4,7.088295688
Trivia 轉 : Seesaw,Love Yourself 結 'Answer',BTS,246334,65,pop,0.707,0.791,5,-4.483,0,0.035,0.179,0,0.102,0.674,106.985,4,6.609171800136893
Blood Sweat & Tears,Wings,BTS,217051,72,pop,0.584,0.885,0,-3.571,0,0.104,0.0244,0,0.357,0.605,92.9,4,8.479123887748118
BTS Cypher Pt.3: Killer,Dark & Wild,"BTS,Supreme Boi",267782,60,pop,0.793,0.924,4,-3.017,0,0.321,0.0217,0,0.644,0.665,140.031,4,10.620123203285422
Intro: Singularity,Love Yourself 轉 'Tear',BTS,196998,60,pop,0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991,3,6.877481177275839
Euphoria,Love Yourself 結 'Answer',BTS,228615,72,pop,0.637,0.799,2,-4.518,1,0.0338,0.394,0,0.0921,0.57,104.996,4,6.609171800136893
Butterfly,The Most Beautiful Moment in Life Pt.2,BTS,238861,68,pop,0.461,0.776,6,-4.498,1,0.0565,0.0149,0,0.12,0.291,149.985,4,9.341546886
Attack on Bangtan,"O!RUL8,2?",BTS,246525,60,pop,0.72,0.962,11,-2.555,0,0.268,0.2,0,0.165,0.667,118.025,4,11.55920602327173
Outro: House of Cards,The Most Beautiful Moment in Life Pt.2,BTS,177413,57,pop,0.37,0.652,2,-4.717,1,0.0402,0.4,0,0.129,0.265,104.162,4,9.341546886
Stay,BE,BTS,204800,60,pop,0.582,0.693,6,-5.048,1,0.0465,0.114,0,0.13,0.341,125.904,4,4.3668720054757015
DNA,Love Yourself 承 'Her',BTS,223122,70,pop,0.599,0.775,1,-4.018,0,0.0543,0.0217,0,0.0678,0.696,129.817,4,7.540041067761807
Dis-ease,BE,BTS,239722,64,pop,0.731,0.845,8,-5.352,1,0.132,0.0132,0,0.0782,0.484,101.085,4,4.3668720054757015
Dionysus,MAP OF THE soul,BTS,249215,64,pop,0.502,0.91,7,-2.769,1,0.107,0.04,0,0.319,0.588,176.084,4,5.976728268309377
Base Line,Hope World,j-hope,89769,61,pop,0.909,0.644,9,-5.32,1,0.203,0.0376,0.0111,0.401,0.228,94.982,4,7.088295688
Interlude : Shadow,MAP OF THE soul,BTS,259821,59,pop,0.384,0.798,9,-6.439,0,0.434,0.115,0,0.181,0.146,149.854,4,5.114305270362765
Epiphany,Love Yourself 結 'Answer',BTS,240361,67,pop,0.508,0.559,2,-6.366,0,0.0276,0.288,0,0.131,0.329,135.866,4,6.609171800136893
Black Swan,MAP OF THE soul,BTS,198260,70,pop,0.719,0.757,2,-5.167,0,0.0849,0.137,0,0.129,0.489,147.024,4,5.114305270362765
Go Go,Love Yourself 承 'Her',BTS,235779,66,pop,0.856,0.617,10,-5.308,0,0.084,0.171,0,0.0857,0.759,136.081,4,7.540041067761807
Anpanman,Love Yourself 轉 'Tear',BTS,232966,66,pop,0.813,0.876,1,-2.92,0,0.0922,0.024,0,0.287,0.757,98.989,4,6.877481177275839
Airplane pt.2,Love Yourself 轉 'Tear',BTS,218614,69,pop,0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979,4,6.877481177275839
Am I Wrong,Wings,BTS,213082,57,pop,0.76,0.834,6,-4.992,1,0.0494,0.00125,1.07e-05,0.0868,0.679,107.988,4,8.479123887748118
Just One Day,Skool Luv Affair,BTS,239469,68,pop,0.685,0.713,6,-4.705,0,0.266,0.179,0,0.377,0.301,95.092,4,11.137577002053389
Butter,Proof,BTS,164952,74,pop,0.759,0.459,8,-5.187,1,0.0948,0.00323,0,0.0788,0.695,109.997,4,2.814510609
If I Can't Have You,Shawn Mendes (Deluxe),Shawn Mendes,191466,72,pop,0.691,0.823,2,-4.197,1,0.0622,0.489,0,0.134,0.87,123.943,4,5.790554414784395
Dynamite,BE,BTS,199053,79,pop,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,4,4.3668720054757015
sober,sober,dee holt,146823,21,pop,0.63,0.536,1,-6.272,0,0.113,0.484,5.72e-05,0.0918,0.636,169.845,4,2.3928815879534566
7 rings,"thank u, next",Ariana Grande,178626,83,pop,0.777,0.317,1,-10.732,0,0.308,0.591,0,0.0881,0.33,139.848,4,6.149212868
One Last Time,My Everything (Deluxe),Ariana Grande,197266,84,pop,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.025,4,10.614647501711156
love you twice,love you twice,HUH YUNJIN,172189,60,pop,0.749,0.553,10,-6.385,1,0.0374,0.42,0.000198,0.31,0.641,96.044,4,2.0561259411362083
Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),"Bazzi,Camila Cabello",180000,70,pop,0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,4,6.669404517453799
THE SHADE,WHO CARES?,Rex Orange County,181506,74,pop,0.898,0.509,5,-7.973,1,0.062,0.391,0,0.0876,0.727,119.869,4,3.0636550308008212
Still into You,Paramore,Paramore,216013,81,pop,0.602,0.923,5,-3.763,1,0.044,0.0098,0,0.0561,0.765,136.01,4,11.994524298425736
Life Is Still Going On,Hello Future - The 1st Album Repackage,NCT DREAM,218586,62,pop,0.681,0.749,0,-3.436,0,0.0701,0.158,0,0.303,0.676,150.039,4,3.7645448323066395
Across the Room,Across the Room,"Public Library Commute,Forrest.",180731,48,pop,0.826,0.709,0,-6.597,1,0.0369,0.0962,0.000646,0.397,0.956,117.028,4,3.4086242299794662
MIA,You Make Me Feel Alright,Forrest Nolan,164981,37,pop,0.793,0.514,0,-9.644,1,0.0474,0.264,0,0.358,0.877,99.974,4,3.370294318959617
Lost In Japan,Shawn Mendes,Shawn Mendes,201200,69,pop,0.71,0.737,10,-6.781,1,0.367,0.255,0,0.106,0.42,104.961,4,6.8583162217659135
Kill This Love,KILL THIS LOVE,BLACKPINK,191050,72,pop,0.763,0.835,2,-5.234,0,0.191,0.323,0.00221,0.225,0.645,131.875,4,5.9958932238193015
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Red (Taylor's Version),"Taylor Swift,Ed Sheeran",245426,70,pop,0.498,0.61,6,-5.098,1,0.0363,0.271,0,0.223,0.474,79.918,4,3.3894592744695413
Blueberry Eyes (feat. SUGA of BTS),Blueberry Eyes (feat. SUGA of BTS),"MAX,SUGA",172244,57,pop,0.746,0.611,0,-7.034,0,0.101,0.454,0.000922,0.133,0.411,149.967,4,4.547570157426421
I Ain't Worried,I Ain’t Worried (Music From The Motion Picture Top Gun: Maverick),OneRepublic,148485,82,pop,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,2.891170431211499
Dive,÷ (Deluxe),Ed Sheeran,238440,73,pop,0.761,0.386,4,-6.158,1,0.0399,0.355,0,0.0953,0.526,134.943,3,8.084873374401095
Like You Love Me,Citizen of Heaven,Tauren Wells,210697,50,pop,0.796,0.807,10,-4.721,1,0.0438,0.0386,0,0.1,0.931,111.004,4,5.190965092402464
FLOWER,ME,JISOO,173134,70,pop,0.843,0.389,9,-7.669,0,0.036,0.0316,6.2e-06,0.0982,0.639,123.956,4,2.0095824777549622
Hold On Tight,Hold On Tight,aespa,149718,71,pop,0.586,0.816,7,-6.331,1,0.283,0.0911,2.81e-06,0.235,0.265,119.8,4,2.0123203285420943
The Eve,THE WAR - The 4th Album,EXO,176026,63,pop,0.636,0.702,0,-5.352,0,0.0334,0.0223,0,0.293,0.516,135.104,4,7.709787816563997
Round and Around,Op.22 Y-Waltz : in Major,JO YURI,79573,55,pop,0.505,0.694,7,-3.58,0,0.134,0.538,0,0.476,0.952,200.091,3,2.836413415468857
Hurt,NewJeans 1st EP 'New Jeans',NewJeans,177946,72,pop,0.599,0.446,10,-6.511,0,0.0833,0.731,0,0.105,0.567,179.877,4,2.6721423682409307
All Eyes On Me,ME,JISOO,163522,65,pop,0.775,0.635,8,-5.896,0,0.0384,0.0297,1.77e-05,0.0919,0.676,110.047,4,2.0095824777549622
Promise,Promise,Jimin,151011,66,pop,0.692,0.534,2,-7.155,1,0.0433,0.83,5.57e-06,0.238,0.739,88.964,4,6.2559890485968515
Growl,The 1st Album 'XOXO' (Repackage),EXO,207053,64,pop,0.681,0.814,11,-2.83,0,0.0603,0.145,0,0.556,0.876,89.993,4,11.66050650239562
Love Maze,Love Yourself 轉 'Tear',BTS,221529,67,pop,0.637,0.876,9,-4.652,1,0.0618,0.0483,0,0.0728,0.759,149.93,4,6.877481177275839
Smart,EASY,LE SSERAFIM,166384,69,pop,0.799,0.675,1,-5.474,1,0.0465,0.115,0,0.0833,0.594,113.076,4,1.1197809719370295
Pano,Pano,Zack Tabudlo,254400,68,pop,0.375,0.457,3,-7.018,1,0.0315,0.868,0.0145,0.191,0.415,174.839,3,3.323750855578371
Daydreamin',Yours Truly,Ariana Grande,211293,67,pop,0.675,0.648,7,-6.003,1,0.0317,0.234,0,0.561,0.322,114.051,3,12.251882272416154
End Game,reputation,"Taylor Swift,Ed Sheeran,Future",244826,73,pop,0.649,0.589,2,-6.237,1,0.0558,0.00845,0,0.108,0.151,159.073,4,7.394934976043806
Nangangamba,Nangangamba,Zack Tabudlo,210354,66,pop,0.62,0.547,1,-6.772,1,0.0248,0.112,0,0.19,0.208,98.032,4,4.654346338124572
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,198906,70,pop,0.679,0.842,4,-4.113,0,0.189,0.0819,1.2e-06,0.148,0.589,151.984,4,0.9281314168377823
Talk that Talk,BETWEEN 1&2,TWICE,177466,68,pop,0.772,0.907,3,-2.438,0,0.124,0.136,0,0.334,0.783,119.973,4,2.6036960985626285
OMG,NewJeans 'OMG',NewJeans,212253,78,pop,0.804,0.771,9,-4.067,0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,4,2.2505133470225873
Ko Ko Bop,THE WAR - The 4th Album,EXO,190422,61,pop,0.749,0.85,0,-4.346,1,0.0468,0.0319,4.81e-05,0.0678,0.672,145.983,4,7.709787816563997
I ≠ DOLL,I ≠ DOLL,HUH YUNJIN,150269,55,pop,0.618,0.787,7,-5.456,1,0.0621,0.00289,0,0.146,0.389,159.996,4,2.2313483915126624
Shine,Positive,PENTAGON,198795,60,pop,0.74,0.804,3,-2.187,1,0.0546,0.411,0,0.0578,0.791,150.013,4,7.003422313483915
Pretty Savage,THE ALBUM,BLACKPINK,201122,70,pop,0.701,0.556,9,-7.42,0,0.0414,0.00886,0.000122,0.106,0.333,152.045,4,4.501026694045175
Baby Don’t Stop,NCT 2018 EMPATHY,"NCT,NCT U",183019,59,pop,0.827,0.739,8,-6.391,1,0.0744,0.0214,4.13e-06,0.043,0.352,95.999,4,7.055441478439425
HIP,reality in BLACK,MAMAMOO,195306,65,pop,0.782,0.731,3,-4.581,0,0.143,0.0376,3.15e-05,0.0956,0.824,138.032,4,5.385352498288843
KAZINO,KAZINO,BIBI,185946,59,pop,0.625,0.686,6,-3.715,0,0.0414,0.139,0,0.11,0.263,133.041,4,4.9281314168377826
Forever Young,SQUARE UP,BLACKPINK,239100,66,pop,0.605,0.949,4,-2.907,1,0.0886,0.0414,0,0.0746,0.506,110.01,4,6.800821355
MOONLIGHT SUNRISE,MOONLIGHT SUNRISE,TWICE,180320,60,pop,0.749,0.781,1,-3.265,1,0.0578,0.392,2.12e-06,0.086,0.606,125.09,4,2.2012320328542097
Favorite Part,Op.22 Y-Waltz : in Minor,JO YURI,98600,44,pop,0.603,0.531,6,-6.632,0,0.0397,0.844,0,0.22,0.419,95.936,3,2.4421629021218343
To you,SEVENTEEN 9th Mini Album 'Attacca',SEVENTEEN,225573,65,pop,0.575,0.796,2,-5.152,1,0.115,0.0242,0,0.0842,0.492,99.836,4,3.4469541409993156
Feel Special,Feel Special,TWICE,206866,69,pop,0.708,0.959,1,-1.338,1,0.0604,0.0296,0.00188,0.107,0.644,128.981,4,5.5277207392197125
Shinunoga E-Wa,HELP EVER HURT NEVER,Fujii Kaze,185573,77,pop,0.6,0.76,6,-6.124,0,0.0452,0.166,4.09e-05,0.189,0.519,158.078,4,4.870636550308008
Pretty U,SEVENTEEN 1ST ALBUM [FIRST ‘LOVE&LETTER’],SEVENTEEN,207299,64,pop,0.642,0.931,8,-2.82,1,0.163,0.0173,0,0.0815,0.884,155.088,4,8.93908282
VERY NICE,Love&Letter repackage album,SEVENTEEN,192092,68,pop,0.746,0.898,3,-2.818,0,0.0725,0.0526,0,0.0858,0.879,121.967,4,8.747433264887064
BOOMBOOM,Seventeen 3rd Mini Album ’Going Seventeen’,SEVENTEEN,206227,55,pop,0.853,0.814,8,-3.047,1,0.0766,0.0347,0,0.171,0.686,108.111,4,8.325804244
Boulevard of Broken Dreams,Boulevard of Broken Dreams,Green Day,261266,73,pop,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046,4,21.253935660506503
Monster,EX'ACT,EXO,221341,64,pop,0.618,0.76,6,-4.312,1,0.0596,0.0066,0,0.127,0.541,150,4,8.815879534565367
CALL ME BABY,EXODUS - The 2nd Album,EXO,211013,64,pop,0.692,0.886,1,-2.519,1,0.0519,0.284,0,0.341,0.879,100.03,4,10.012320328542094
Lotto,LOTTO - The 3rd Album Repackage,EXO,189774,61,pop,0.798,0.867,11,-3.207,0,0.0386,0.0618,0,0.193,0.702,99.996,4,8.624229979466119
LOVE ME RIGHT,LOVE ME RIGHT - The 2nd Album Repackage,EXO,205128,63,pop,0.625,0.83,0,-2.33,1,0.0764,0.00266,0,0.188,0.757,110.04,4,9.834360027378509
PLAYBOY,EXODUS - The 2nd Album,EXO,212132,51,pop,0.529,0.722,1,-4.815,0,0.0814,0.213,0,0.102,0.666,79.951,4,10.012320328542094
Lucky One,EX'ACT,EXO,227485,51,pop,0.731,0.787,1,-3.95,1,0.055,0.169,0,0.0892,0.799,120.951,4,8.815879534565367
Heaven,EX'ACT,EXO,225823,45,pop,0.696,0.844,5,-4.212,0,0.181,0.0348,0,0.0882,0.761,91.982,4,8.815879534565367
IDOL,Love Yourself 結 'Answer',BTS,222732,71,pop,0.733,0.855,9,-3.211,1,0.118,0.00481,0,0.123,0.42,126.035,4,6.609171800136893
FAKE LOVE,Love Yourself 轉 'Tear',BTS,242333,78,pop,0.557,0.719,2,-4.515,0,0.0371,0.00267,0,0.306,0.345,77.502,4,6.877481177275839
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",musicals,"Metro Boomin,Don Toliver,Wizkid,BEAM,Toian",195386,64,pop,0.929,0.515,5,-8.103,1,0.0629,0.427,0.596,0.226,0.589,101.009,4,1.837097878
For Youth,Proof,BTS,264480,64,pop,0.633,0.511,2,-5.665,1,0.0368,0.434,0,0.248,0.29,116.855,3,2.814510609
Causa Perdida,Balas Perdidas (Edición Especial),Morat,220887,63,pop,0.636,0.886,0,-3.471,1,0.0281,0.0451,0,0.229,0.724,139.909,4,6.439425051334703
LIFE'S BEEN GOOD TO ME,Disco Ric in London Town,"Ric Wilson,Yellow Days",320920,28,pop,0.507,0.597,0,-7.524,1,0.0831,0.301,1.84e-06,0.0555,0.469,92.108,4,3.3894592744695413
Still With You,Still With You,Jung Kook,239905,77,pop,0.529,0.469,1,-6.967,0,0.0358,0.0899,1.53e-05,0.831,0.344,87.864,4,4.826830937713894
I Need U,The Most Beautiful Moment in Life Pt.1,BTS,210986,70,pop,0.478,0.88,5,-3.097,0,0.0739,0.0213,0,0.24,0.707,158.356,4,9.930184804928132
Good Boy Gone Bad,minisode 2: Thursday's Child,TOMORROW X TOGETHER,191038,66,pop,0.475,0.695,1,-5.919,1,0.102,0.0159,0,0.125,0.552,100.009,4,2.9021218343600275
Boy in Luv,Skool Luv Affair,BTS,230778,67,pop,0.491,0.947,0,-2.252,1,0.306,0.00261,0,0.34,0.474,166.236,4,11.137577002053389
Volume Up,Volume Up,4Minute,230008,45,pop,0.641,0.877,3,-2.726,0,0.0337,0.014,0.000131,0.0792,0.454,130.045,4,12.982888432580424
Magic Shop,Love Yourself 轉 'Tear',BTS,275695,68,pop,0.531,0.661,1,-5.836,1,0.0907,0.103,0,0.0779,0.278,149.934,4,6.877481177275839
What is Love?,Summer Nights,TWICE,208240,73,pop,0.574,0.909,8,-1.573,1,0.0658,0.0987,0,0.264,0.569,169.966,4,6.7351129363449695
Stay Alive (Prod. SUGA of BTS),Stay Alive (Prod. SUGA of BTS),Jung Kook,210928,70,pop,0.512,0.76,2,-5.889,0,0.0682,0.299,0,0.103,0.495,130.096,4,3.140314853
Left and Right (feat. Jung Kook of BTS) - Sam Feldt Remix,Left and Right (feat. Jung Kook of BTS) [Sam Feldt Remix],"Charlie Puth,Jung Kook,Sam Feldt",162540,40,pop,0.773,0.836,2,-5.366,1,0.0724,0.0295,0.000448,0.0914,0.614,122.006,4,2.642026009582478
Left and Right (feat. Jung Kook of BTS) - Instrumental,Left and Right (feat. Jung Kook of BTS) [Instrumental],"Charlie Puth,Jung Kook",152117,36,pop,0.899,0.464,2,-8.003,1,0.0667,0.504,0.9,0.0753,0.654,101.014,4,2.7789185489390826
Left and Right (feat. Jung Kook of BTS) - Galantis Remix,Left and Right (feat. Jung Kook of BTS) [Galantis Remix],"Charlie Puth,Jung Kook,Galantis",165269,39,pop,0.736,0.809,2,-4.487,1,0.0323,0.15,0.00151,0.0886,0.744,122.023,4,2.5872689938398357
Left and Right (Feat. Jung Kook of BTS),CHARLIE,"Charlie Puth,Jung Kook,BTS",154486,73,pop,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4,2.4914442162902124
"Hey, soul","Save Me, San Francisco (Golden Gate Edition)",Train,216773,83,pop,0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,4,14.338124572210814
GENTO,GENTO,SB19,232621,64,pop,0.799,0.701,1,-3.604,1,0.0826,0.0293,3.33e-05,0.187,0.283,95.019,4,1.8754277891854894
I WANT YOU,PAGTATAG!,SB19,223339,61,pop,0.674,0.681,1,-3.6,1,0.0464,0.229,0,0.0436,0.683,127.942,4,1.8179329226557153
Go Up,Get In The Zone,SB19,189047,56,pop,0.702,0.941,0,-2.293,0,0.0428,0.4,0,0.146,0.922,125.984,4,4.673511293634497
Tilaluha,Get In The Zone,SB19,237428,55,pop,0.463,0.456,0,-6.846,0,0.0279,0.826,0.000102,0.144,0.218,139.736,4,4.673511293634497
No Se Va,Balas Perdidas,Morat,216752,78,pop,0.734,0.685,0,-5.37,1,0.0453,0.117,0,0.109,0.754,92.044,4,6.439425051334703
Matsuri,LOVE ALL SERVE ALL,Fujii Kaze,225920,67,pop,0.663,0.731,1,-7.335,1,0.0338,0.00892,0.0502,0.293,0.356,97.025,4,3.030800821355236
SAYONARA Baby,HELP EVER HURT NEVER,Fujii Kaze,260532,52,pop,0.61,0.884,9,-5.579,1,0.0425,0.00185,0,0.342,0.808,132.044,4,4.870636550308008
grace,grace,Fujii Kaze,289541,62,pop,0.668,0.685,7,-8.765,1,0.0472,0.0822,0.0257,0.319,0.637,108.971,4,2.4832306639288158
Kaerou,HELP EVER HURT NEVER,Fujii Kaze,284480,53,pop,0.589,0.623,9,-5.926,1,0.0326,0.3,0,0.127,0.341,91.87,4,4.870636550308008
YASASHISA,HELP EVER HURT NEVER,Fujii Kaze,240080,51,pop,0.596,0.707,1,-6.825,1,0.049,0.111,0,0.0926,0.262,133.858,4,4.870636550308008
Mo-Eh-Wa,HELP EVER HURT NEVER,Fujii Kaze,301933,50,pop,0.629,0.585,9,-7.969,1,0.0572,0.43,0,0.357,0.296,81.973,4,4.870636550308008
damn,LOVE ALL SERVE ALL,Fujii Kaze,259026,57,pop,0.707,0.759,7,-7.955,1,0.0329,0.00346,3.82e-05,0.116,0.646,129.982,4,3.030800821355236
Take on Me,Hunting High and Low,a-ha,225280,86,pop,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4,39.83846680355921
Toxic,In The Zone,Britney Spears,198800,83,pop,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4,21.388090349075977
Teenage Dream,Teenage Dream,Katy Perry,227741,76,pop,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.012,4,15.252566735112936
Oops!...I Did It Again,Oops!... I Did It Again,Britney Spears,211160,81,pop,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,4,24.88158795345654
Paparazzi,The Fame,Lady Gaga,208306,74,pop,0.762,0.692,5,-3.973,0,0.0437,0.112,0,0.094,0.397,114.903,4,17.253935660506503
